acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam,CLASSIFICATION,CONFIDENCE,REASONING,CATEGORY_NUMBER,CORRECT_CLASSIFICATION
ERR3638606,EI,SAMEA6146776,Salmonella enterica,PRJEB35182,,,,87421200,26547593,2021-10-11T08:49:00.000Z,,2019-11-04T17:04:24Z,2019-11-01T09:31:44Z,SAMEA6146776,,,,EI,2019-11-04T17:04:24Z,2019-11-01T09:31:44Z,public,,,Salmonella enterica,,5dbbfadd225a4b9cbfb98368:sample:FD01873451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COPO,,,,,,,,,Central America,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,Low,"The provided biosample information lacks specific details about the isolation source, host, or context. The source is listed only as 'DNA', which does not indicate whether it is clinical, environmental, food-related, or from any animal. Therefore, it is not possible to determine the category with the available data.",9,ND
ERR3636880,EI,SAMEA6144811,Salmonella enterica,PRJEB35182,,,,185571450,82517424,2021-10-11T02:24:00.000Z,,2019-11-04T17:04:24Z,2019-11-01T09:31:28Z,SAMEA6144811,,,,EI,2019-11-04T17:04:24Z,2019-11-01T09:31:28Z,public,,,Salmonella enterica,,5dbbfadd225a4b9cbfb98368:sample:FD01848852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COPO,,,,,,,,,South America,DNA,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,Low,"The biosample information does not provide any specific details about the isolation source, host, or context beyond the organism name and geographic location. The source is listed only as 'DNA', which is not informative for classification into any of the defined categories.",9,ND
ERR7197777,"Anthony Smith, NICD",SAMEA10558649,Salmonella enterica,PRJEB39546,South Africa,Africa,,526127940,221168059,2021-11-16T06:34:00.000Z,14/10/2019,29/10/2021,,SAMEA10558649,,,,"Anthony Smith, NICD",2021-10-29T12:20:06Z,2021-10-29T12:20:06Z,public,,"Human, Stool",,,SAL_KB0087AA,,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00184555,,,sub species Salamae,,,,,,,,,,"Anthony Smith, NICD",,,,29/10/2021,,EnteroBase,,,,,,,,,,,,,,,,South Africa: KwaZulu-Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'Human, Stool' and the sample was collected by the National Institute for Communicable Diseases, indicating it is from a clinical specimen related to human health.",1,Clinical
ERR4413413,M. Achtman,SAMEA7129686,Salmonella enterica,PRJEB39546,Denmark,Europe,,636222176,254682366,2022-07-19T01:27:00.000Z,2005,2020-08-05T18:11:47Z,2020-08-05T18:11:47Z,SAMEA7129686,,,,M. Achtman,2020-08-05T18:11:47Z,2020-08-05T18:11:47Z,public,,human,Salmonella enterica,,SAL_PA0189AA,,"M. Torpdahl (SSI, Denmark)",,,,,,,,,,0502S30023,,,Saintpaul,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', indicating the sample was obtained from a human host, which is consistent with clinical specimens. There is no mention of food, environment, or animal sources.",1,Clinical
ERR14075487,"Anthony Smith, NICD",SAMEA117516854,Salmonella enterica,PRJEB39546,South Africa,Africa,,545015700,331524600,2025-02-24T06:21:00.000Z,24/10/2024,17/12/2024,,,South Africa,,,"Anthony Smith, NICD",,,public,,"Human, Blood culture",Salmonella enterica,,SAL_IC6953AA,,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00547686,,,enteritidis,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is 'Human, Blood culture', and the sample was collected by the National Institute for Communicable Diseases, indicating it is from a clinical specimen taken from a human patient.",1,Clinical
ERR9288197,"Anthony Smith, NICD",SAMEA13423421,Salmonella enterica,PRJEB39546,South Africa,Africa,,604538892,238941119,2022-05-07T19:31:00.000Z,15/11/2021,16/03/2022,,SAMEA13423421,,,,"Anthony Smith, NICD",2022-03-16T19:41:52Z,2022-03-16T19:41:52Z,public,,"Human, Stool",,,SAL_LB3042AA,,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00291704,,,enteritidis,,,,,,,,,,"Anthony Smith, NICD",,,,16/03/2022,,EnteroBase,,,,,,,,,,,,,,,,South Africa: Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'Human, Stool' and the sample was collected by a national disease institute, indicating it is from a human patient or clinical context.",1,Clinical
ERR10880417,"Anthony Smith, NICD",SAMEA112639909,Salmonella enterica,PRJEB39546,South Africa,Africa,,676055316,298235213,2023-03-01T17:40:00.000Z,25/09/2022,13/02/2023,13/02/2023,SAMEA112639909,,,,"Anthony Smith, NICD",2023-02-13T11:35:01Z,2023-02-13T11:35:01Z,public,,"Human, Stool",Salmonella enterica,,SAL_PB9582AA,,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00413275,,,Schwarzengrund,,,,,,,,,,"Anthony Smith, NICD",,,,,,EnteroBase,,,,,,,,,,,,,,,,South Africa: Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is explicitly stated as 'Human, Stool', and the sample was collected by the National Institute for Communicable Diseases, indicating it is from a clinical context involving a human patient.",1,Clinical
ERR11201695,"Anthony Smith, NICD",SAMEA112879543,Salmonella enterica,PRJEB39546,uncalculated,uncalculated,,663263195,241409722,2023-07-25T08:09:00.000Z,15/11/2022,06/04/2023,06/04/2023,,,,,,,,,,"Human, Stool",Salmonella enterica,,,Salmonella enterica,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00424552,,,Enteritidis,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,"South Africa, Eastern Cape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is explicitly stated as 'Human, Stool', and the sample was collected by a national disease institute, indicating it is from a clinical or patient context.",1,Clinical
ERR11201605,"Anthony Smith, NICD",SAMEA112879453,Salmonella enterica,PRJEB39546,uncalculated,uncalculated,,1077474946,362816831,2023-07-25T07:43:00.000Z,23/11/2022,06/04/2023,06/04/2023,,,,,,,,,,"Human, Rectal swab",Salmonella enterica,,,Salmonella enterica,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00425796,,,Irumu,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,"South Africa, Free State",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is specified as 'Human, Rectal swab', which indicates the sample was collected from a human patient, likely in a clinical or medical context.",1,Clinical
ERR4399696,M. Achtman,SAMEA7113187,Salmonella enterica,PRJEB39546,Ireland,Europe,,409280970,173028177,2021-10-11T07:20:00.000Z,2005,2020-08-02T16:00:05Z,2020-08-02T16:00:05Z,SAMEA7113187,,,,M. Achtman,2020-08-02T16:00:05Z,2020-08-02T16:00:05Z,public,,"Human, Faeces",Salmonella enterica,,SAL_BB5408AA,,"M. Cormican (NSRL, Galway)",,,,,,,,,,MC_05-0128,,,Kedougou,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'Human, Faeces', which indicates the sample was obtained from a human clinical specimen. There is no mention of food, environment, or animal sources, and the context suggests a clinical setting.",1,Clinical
ERR4560006,EI,SAMEA7287206,Salmonella enterica subsp. enterica serovar Enteritidis,PRJEB40189,,,,801300,334674,2021-12-21T19:57:00.000Z,,2020-10-12T17:04:57Z,2020-09-03T10:13:40Z,SAMEA7287206,,,,EI,2020-10-12T17:04:57Z,2020-09-03T10:13:40Z,public,,,Salmonella enterica subsp. enterica serovar Enteritidis,enterica,5f4fca65c426aa000165afff:sample:STSE_4,,,,,,,,,,,,S. Enteritidis strain P125109,,,Enteritidis,,,,,,,,,,,,,,,,COPO,,,,,,,,,,Culture,,,,,,,,Yes,0.736111111,wild-type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratory,High,"The sample source is listed as 'Culture', with details such as antibiotic exposure, passaging, and a specific strain identifier. These are typical indicators of a laboratory or experimental setting rather than a direct environmental, clinical, or food source.",7,Laboratory
ERR4695928,OUCRU IN HO CHI MINH CITY,SAMEA7456574,Salmonella enterica subsp. enterica serovar Typhi,PRJEB40811,,,,244672582,121672996,2023-11-02T03:36:00.000Z,,2020-10-20T17:05:28Z,2020-10-16T14:49:27Z,SAMEA7456574,,,,SC,2020-10-20T17:05:28Z,2020-10-16T14:49:27Z,public,,,Salmonella enterica subsp. enterica serovar Typhi,enterica,61558228-0fb6-11eb-b651-fa163eac3af7,,,,,,,,,,,,,,,Typhi,GCA_000195995.1,S. Typhi,S. Typhi,6295STDY9373113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample is Salmonella enterica serovar Typhi, which is a human-adapted pathogen causing typhoid fever. The sample is associated with a medical research center (OUCRU IN HO CHI MINH CITY), and there is no indication of environmental, animal, or food source. The context strongly suggests a clinical (human patient) origin.",1,Clinical
ERR5244170,RIVM - NATIONAL INSTITUTE FOR PUBLIC HEALTH AND TH,SAMEA7984145,Salmonella enterica subsp. enterica serovar Infantis,PRJEB42821,Netherlands,Europe,,1756172574,614005928,2021-06-05T19:26:00.000Z,2019-02,02/06/2021,,SAMEA7984145,Netherlands,,Gallus gallus,RIVM - National Institute for Public Health and the Environment,2021-06-02T00:15:50Z,2021-06-02T00:15:50Z,public,234SI-1,feces,,enterica,234SI-1,,,,,,,,,,,,,,,Infantis,,,,,,,,,,RIVM - National Institute for Public Health and the Environment,,,,02/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The host scientific name is Gallus gallus, which is the domestic chicken, and the isolation source is feces. This strongly indicates the sample was taken from poultry, not from a clinical, environmental, or food context.",10,Poultry
ERR8098435,OXFORD UNIVERSITY CLINICAL RESEACH UNIT,SAMEA12549366,Salmonella enterica,PRJEB50346,Bangladesh,Asia,,192583995,128733746,2022-07-27T11:47:00.000Z,not provided,25/01/2022,,SAMEA12549366,Bangladesh,diseased,Homo sapiens,oxford university clinical reseach unit,2022-01-25T12:43:03Z,2022-01-25T12:43:03Z,public,Salmonella,blood,,,87_SAL_BANG_1101102119,,,,,,,,,,,,,,,,,,98Q_87_SAL_BANG_1101102119,,,,,,,Oxford University Clinical Reseach Unit,,,,25/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from blood of a diseased Homo sapiens (human) and was processed by a clinical research unit, indicating it is a clinical specimen from a patient.",1,Clinical
ERR8278773,"Next Generation Sequencing core facility, Institute for Integrative Biology of the Cell, Paris-Saclay University, Gif-sur-Yvette, France",SAMEA12788234,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,PRJEB50573,,,,1417592410,595145164,2024-07-29T01:56:00.000Z,,05/07/2022,05/07/2022,SAMEA12788234,,,,"Institute for Integrative Biology of the Cell (I2BC), CNRS, Paris-Saclay University",2022-07-05T12:07:23Z,2022-07-05T12:07:23Z,public,not applicable,,,enterica,E-MTAB-11386:MA14513-2_untreated_INPUT,,,,,,,,,,,,MA14513,,,Typhimurium,,,,,,,,,,"Institute for Integrative Biology of the Cell (I2BC), CNRS, Paris-Saclay University",,,,,,ArrayExpress,,,,,,,,,,,,,,,,,,,,,input DNA,SPI-1 inactivation,?[Gifsy-1] ?[Gifsy-2] ?[araBAD]::gtgR-P^G2R-nusG-cat ?[nusG]::aadA ?[sitA-prgH332]::tetR-P^tetA hilA::gfpSF ?K28-kan hns-3xFLAG-FRT,Lysogeny Broth (LB),whole organism,SPI-1 inactivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratory,High,"The sample is from a research institute (Institute for Integrative Biology of the Cell), with experimental factors such as SPI-1 inactivation, specific genetic modifications, and growth in Lysogeny Broth (LB). There is no indication of clinical, environmental, food, or animal origin; all details point to a laboratory experimental context.",7,Laboratory
ERR10442253,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,SAMEA111529872,Salmonella enterica,PRJEB57179,,,,301528751,181783989,2022-11-22T11:26:00.000Z,,02/11/2022,02/11/2022,SAMEA111529872,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,2022-11-02T12:29:16Z,2022-11-02T12:29:16Z,public,,,,,Se_0329,,,,,,,,,,,,,,,,,,Salmonella enterica,,,,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,Se_0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,Low,"The biosample information does not specify the isolation source, host, or context. Only the organism name and institutional details are provided, making it impossible to determine the category with the available data.",9,ND
ERR10442179,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,SAMEA111529798,Salmonella enterica,PRJEB57179,,,,1027475392,462611443,2022-11-22T10:44:00.000Z,,02/11/2022,02/11/2022,SAMEA111529798,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,2022-11-02T12:29:24Z,2022-11-02T12:29:24Z,public,,,,,Se_0246,,,,,,,,,,,,,,,,,,Salmonella enterica,,,,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,Se_0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ND,Low,"The biosample information does not provide any details about the isolation source, host, sample type, or context beyond the organism and submitting institution. Without specific information, the category cannot be determined.",9,ND
ERR10741663,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112282469,Salmonella enterica subsp. enterica serovar Newport,PRJEB58714,Poland,Europe,,410826472,241684224,2025-02-16T10:51:00.000Z,2018,,02/01/2023,,Poland,not provided,Gallus gallus,,,,,S18_0768,Broilers,Salmonella enterica subsp. enterica serovar Newport,,,Salmonella enterica subsp. enterica serovar Newport,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The host is Gallus gallus (chicken), and the isolation source is 'Broilers', which are chickens raised for meat production. The bio-material is listed as 'Environment_(farm/slaughterhouse)', but the context and host indicate the sample is directly related to poultry production.",10,Poultry
ERR10745515,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112284385,Salmonella enterica subsp. enterica serovar Typhimurium,PRJEB58731,Poland,Europe,,393820080,142022522,2025-02-16T13:27:00.000Z,2019,01/01/2024,,SAMEA112284385,Poland,not provided,Gallus gallus,NATIONAL VETERINARY RESEARCH INSTITUTE,,2023-01-03T10:37:42Z,public,S19_0635,Laying_hens,Salmonella enterica subsp. enterica serovar Typhimurium,enterica,S19_0635_210521_4253_S117,,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'Laying_hens' (Gallus gallus), which are poultry, and the sample is associated with a farm/slaughterhouse environment. This clearly indicates the sample is from a poultry production environment.",10,Poultry
ERR10774449,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112302256,Salmonella enterica subsp. enterica serovar Enteritidis,PRJEB58850,Poland,Europe,,1730072232,696224743,2025-02-13T02:58:00.000Z,2020,10/01/2025,,SAMEA112302256,Poland,not provided,Gallus gallus,NATIONAL VETERINARY RESEARCH INSTITUTE,,2023-01-10T09:42:01Z,public,S20_0468,Broilers,Salmonella enterica subsp. enterica serovar Enteritidis,enterica,S20_0468-210409_3889,,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'Broilers', which refers to chickens raised for meat production (Gallus gallus), and the sample is associated with a farm or slaughterhouse environment. This context is specific to poultry production environments.",10,Poultry
ERR10774163,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112301970,Salmonella enterica subsp. enterica serovar Enteritidis,PRJEB58850,Poland,Europe,,826397306,571917460,2025-02-13T02:01:00.000Z,2019,10/01/2025,,SAMEA112301970,Poland,not provided,Anas platyrhynchos f. domestica,NATIONAL VETERINARY RESEARCH INSTITUTE,,2023-01-10T09:41:52Z,public,S19_1701,Ducks,Salmonella enterica subsp. enterica serovar Enteritidis,enterica,S19_1701-200423_2531,,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The host is Anas platyrhynchos f. domestica (domestic duck), which is considered poultry. The isolation source is 'Ducks' and the sample is from a farm/slaughterhouse environment, both of which are strongly associated with poultry production.",10,Poultry
ERR11499597,PUBLIC HEALTH AGENCY OF SWEDEN,SAMEA113563470,Salmonella enterica subsp. enterica serovar Typhimurium,PRJEB59415,Sweden,Europe,,300232644,230025486,2023-10-02T10:13:00.000Z,2022,31/05/2023,31/05/2023,SAMEA113563470,Sweden,not applicable,Homo sapiens,Public Health Agency of Sweden,2023-05-31T00:20:26Z,2023-05-31T00:20:26Z,public,,clinical sample,Salmonella enterica subsp. enterica serovar Typhimurium,enterica,ena-SAMPLE-TAB-30-05-2023-13:57:45:155-36992,,,,,,,,,,,,,,,Typhimurium,,,,,,,,,,PHAS,,,,,,Public Health Agency of Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'clinical sample', the host is Homo sapiens (human), and the sample was submitted by a public health agency, all indicating a clinical context.",1,Clinical
ERR10869409,"Kaunda Yamba, Zambia",SAMEA112637889,Salmonella enterica,PRJEB59725,uncalculated,uncalculated,,657147514,276460339,2023-07-25T17:10:00.000Z,2021,13/04/2023,13/04/2023,,,,,,,,,,"Human, Blood culture",Salmonella enterica,,,Salmonella enterica,"K. Yamba, Roslin",,,,,,,,,,MBC584,,,Typhi,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,"Zambia, Ndola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is specified as 'Human, Blood culture', which clearly indicates a clinical specimen obtained from a human patient, consistent with clinical or hospital settings.",1,Clinical
ERR11192082,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",SAMEA112759737,Salmonella enterica subsp. enterica,PRJEB60507,Denmark,Europe,,511214732,282141588,2023-10-05T05:45:00.000Z,2018-05,,,,Denmark,,Bos taurus,,,,,S. Dublin,Cattle or beef,Salmonella enterica subsp. enterica,,,Salmonella enterica subsp. enterica,FVST,,,,,,,,,,ST10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illumina MiSeq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livestock,High,"The isolation source is 'Cattle or beef' and the host scientific name is 'Bos taurus', which clearly indicates the sample was obtained from livestock (cattle). There is no indication of clinical disease, food product, or environmental context, so 'Livestock' is the most appropriate category.",8,Livestock
ERR11261628,STATENS SERUM INSTITUT,SAMEA112912146,Salmonella enterica,PRJEB61313,Austria,Europe,,569580290,356793132,2023-07-29T12:55:00.000Z,2009,21/04/2023,21/04/2023,,Austria,not collected,Gallus Gallus,,,,,EJP_NH_AGES_33003,not provided,Salmonella enterica,,,Salmonella enterica,AGES,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The host scientific name is Gallus gallus, which refers to the domestic chicken, indicating the sample was isolated from poultry. There is no indication of a clinical context or food product, and no evidence it is from a wild or companion animal.",10,Poultry
ERR11262003,STATENS SERUM INSTITUT,SAMEA112912685,Salmonella enterica,PRJEB61313,Italy,Europe,,1974576687,698713315,2023-07-29T12:58:00.000Z,2012,21/04/2023,21/04/2023,,Italy,not collected,Homo Sapiens,,,,,ISS-035,not provided,Salmonella enterica,,,Salmonella enterica,ISS,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The host scientific name is Homo sapiens, indicating the sample was isolated from a human. There is no evidence of environmental, food, or animal origin. This fits the definition of a clinical sample.",1,Clinical
ERR11797923,FEDERAL INSTITUTE FOR RISK ASSESSMENT (BFR),SAMEA113906100,Salmonella enterica subsp. enterica,PRJEB62505,Germany,Europe,,1131595812,291351314,2023-09-03T11:28:00.000Z,24/05/2018,,,,Germany,,,,,,,18-SA01920,food,Salmonella enterica subsp. enterica,,,Salmonella enterica subsp. enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is explicitly listed as 'food', which directly matches the 'Food' category. No other contextual information suggests a different classification.",3,Food
