acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam
ERR11201695,"Anthony Smith, NICD",SAMEA112879543,Salmonella enterica,PRJEB39546,uncalculated,uncalculated,,663263195,241409722,2023-07-25T08:09:00.000Z,2022-11-15,2023-04-06,2023-04-06,,,,,,,,,,"Human, Stool",Salmonella enterica,,,Salmonella enterica,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00424552,,,Enteritidis,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,"South Africa, Eastern Cape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR11201605,"Anthony Smith, NICD",SAMEA112879453,Salmonella enterica,PRJEB39546,uncalculated,uncalculated,,1077474946,362816831,2023-07-25T07:43:00.000Z,2022-11-23,2023-04-06,2023-04-06,,,,,,,,,,"Human, Rectal swab",Salmonella enterica,,,Salmonella enterica,"A. Smith, National Institute for Communicable Diseases",,,,,,,,,,YA00425796,,,Irumu,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,"South Africa, Free State",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4399696,M. Achtman,SAMEA7113187,Salmonella enterica,PRJEB39546,Ireland,Europe,,409280970,173028177,2021-10-11T07:20:00.000Z,2005,2020-08-02T16:00:05Z,2020-08-02T16:00:05Z,SAMEA7113187,,,,M. Achtman,2020-08-02T16:00:05Z,2020-08-02T16:00:05Z,public,,"Human, Faeces",Salmonella enterica,,SAL_BB5408AA,,"M. Cormican (NSRL, Galway)",,,,,,,,,,MC_05-0128,,,Kedougou,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4560006,EI,SAMEA7287206,Salmonella enterica subsp. enterica serovar Enteritidis,PRJEB40189,,,,801300,334674,2021-12-21T19:57:00.000Z,,2020-10-12T17:04:57Z,2020-09-03T10:13:40Z,SAMEA7287206,,,,EI,2020-10-12T17:04:57Z,2020-09-03T10:13:40Z,public,,,Salmonella enterica subsp. enterica serovar Enteritidis,enterica,5f4fca65c426aa000165afff:sample:STSE_4,,,,,,,,,,,,S. Enteritidis strain P125109,,,Enteritidis,,,,,,,,,,,,,,,,COPO,,,,,,,,,,Culture,,,,,,,,Yes,1:1000,wild-type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR4695928,OUCRU IN HO CHI MINH CITY,SAMEA7456574,Salmonella enterica subsp. enterica serovar Typhi,PRJEB40811,,,,244672582,121672996,2023-11-02T03:36:00.000Z,,2020-10-20T17:05:28Z,2020-10-16T14:49:27Z,SAMEA7456574,,,,SC,2020-10-20T17:05:28Z,2020-10-16T14:49:27Z,public,,,Salmonella enterica subsp. enterica serovar Typhi,enterica,61558228-0fb6-11eb-b651-fa163eac3af7,,,,,,,,,,,,,,,Typhi,GCA_000195995.1,S. Typhi,S. Typhi,6295STDY9373113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5244170,RIVM - NATIONAL INSTITUTE FOR PUBLIC HEALTH AND TH,SAMEA7984145,Salmonella enterica subsp. enterica serovar Infantis,PRJEB42821,Netherlands,Europe,,1756172574,614005928,2021-06-05T19:26:00.000Z,2019-02,2021-06-02,,SAMEA7984145,Netherlands,,Gallus gallus,RIVM - National Institute for Public Health and the Environment,2021-06-02T00:15:50Z,2021-06-02T00:15:50Z,public,234SI-1,feces,,enterica,234SI-1,,,,,,,,,,,,,,,Infantis,,,,,,,,,,RIVM - National Institute for Public Health and the Environment,,,,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8098435,OXFORD UNIVERSITY CLINICAL RESEACH UNIT,SAMEA12549366,Salmonella enterica,PRJEB50346,Bangladesh,Asia,,192583995,128733746,2022-07-27T11:47:00.000Z,not provided,2022-01-25,,SAMEA12549366,Bangladesh,diseased,Homo sapiens,oxford university clinical reseach unit,2022-01-25T12:43:03Z,2022-01-25T12:43:03Z,public,Salmonella,blood,,,87_SAL_BANG_1101102119,,,,,,,,,,,,,,,,,,98Q_87_SAL_BANG_1101102119,,,,,,,Oxford University Clinical Reseach Unit,,,,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8278773,"Next Generation Sequencing core facility, Institute for Integrative Biology of the Cell, Paris-Saclay University, Gif-sur-Yvette, France",SAMEA12788234,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,PRJEB50573,,,,1417592410,595145164,2024-07-29T01:56:00.000Z,,2022-07-05,2022-07-05,SAMEA12788234,,,,"Institute for Integrative Biology of the Cell (I2BC), CNRS, Paris-Saclay University",2022-07-05T12:07:23Z,2022-07-05T12:07:23Z,public,not applicable,,,enterica,E-MTAB-11386:MA14513-2_untreated_INPUT,,,,,,,,,,,,MA14513,,,Typhimurium,,,,,,,,,,"Institute for Integrative Biology of the Cell (I2BC), CNRS, Paris-Saclay University",,,,,,ArrayExpress,,,,,,,,,,,,,,,,,,,,,input DNA,SPI-1 inactivation,?[Gifsy-1] ?[Gifsy-2] ?[araBAD]::gtgR-P^G2R-nusG-cat ?[nusG]::aadA ?[sitA-prgH332]::tetR-P^tetA hilA::gfpSF ?K28-kan hns-3xFLAG-FRT,Lysogeny Broth (LB),whole organism,SPI-1 inactivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10442253,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,SAMEA111529872,Salmonella enterica,PRJEB57179,,,,301528751,181783989,2022-11-22T11:26:00.000Z,,2022-11-02,2022-11-02,SAMEA111529872,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,2022-11-02T12:29:16Z,2022-11-02T12:29:16Z,public,,,,,Se_0329,,,,,,,,,,,,,,,,,,Salmonella enterica,,,,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,Se_0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10442179,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,SAMEA111529798,Salmonella enterica,PRJEB57179,,,,1027475392,462611443,2022-11-22T10:44:00.000Z,,2022-11-02,2022-11-02,SAMEA111529798,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,2022-11-02T12:29:24Z,2022-11-02T12:29:24Z,public,,,,,Se_0246,,,,,,,,,,,,,,,,,,Salmonella enterica,,,,,,,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,Se_0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10741663,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112282469,Salmonella enterica subsp. enterica serovar Newport,PRJEB58714,Poland,Europe,,410826472,241684224,2025-02-16T10:51:00.000Z,2018,,2023-01-02,,Poland,not provided,Gallus gallus,,,,,S18_0768,Broilers,Salmonella enterica subsp. enterica serovar Newport,,,Salmonella enterica subsp. enterica serovar Newport,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10745515,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112284385,Salmonella enterica subsp. enterica serovar Typhimurium,PRJEB58731,Poland,Europe,,393820080,142022522,2025-02-16T13:27:00.000Z,2019,2024-01-01,,SAMEA112284385,Poland,not provided,Gallus gallus,NATIONAL VETERINARY RESEARCH INSTITUTE,,2023-01-03T10:37:42Z,public,S19_0635,Laying_hens,Salmonella enterica subsp. enterica serovar Typhimurium,enterica,S19_0635_210521_4253_S117,,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10774449,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112302256,Salmonella enterica subsp. enterica serovar Enteritidis,PRJEB58850,Poland,Europe,,1730072232,696224743,2025-02-13T02:58:00.000Z,2020,2025-01-10,,SAMEA112302256,Poland,not provided,Gallus gallus,NATIONAL VETERINARY RESEARCH INSTITUTE,,2023-01-10T09:42:01Z,public,S20_0468,Broilers,Salmonella enterica subsp. enterica serovar Enteritidis,enterica,S20_0468-210409_3889,,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10774163,NATIONAL VETERINARY RESEARCH INSTITUTE,SAMEA112301970,Salmonella enterica subsp. enterica serovar Enteritidis,PRJEB58850,Poland,Europe,,826397306,571917460,2025-02-13T02:01:00.000Z,2019,2025-01-10,,SAMEA112301970,Poland,not provided,Anas platyrhynchos f. domestica,NATIONAL VETERINARY RESEARCH INSTITUTE,,2023-01-10T09:41:52Z,public,S19_1701,Ducks,Salmonella enterica subsp. enterica serovar Enteritidis,enterica,S19_1701-200423_2531,,PIWet-National Veterinary Research Institute in Pulawy,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment_(farm/slaughterhouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR11499597,PUBLIC HEALTH AGENCY OF SWEDEN,SAMEA113563470,Salmonella enterica subsp. enterica serovar Typhimurium,PRJEB59415,Sweden,Europe,,300232644,230025486,2023-10-02T10:13:00.000Z,2022,2023-05-31,2023-05-31,SAMEA113563470,Sweden,not applicable,Homo sapiens,Public Health Agency of Sweden,2023-05-31T00:20:26Z,2023-05-31T00:20:26Z,public,NA,clinical sample,Salmonella enterica subsp. enterica serovar Typhimurium,enterica,ena-SAMPLE-TAB-30-05-2023-13:57:45:155-36992,,,,,,,,,,,,,,,Typhimurium,,,,,,,,,,PHAS,,,,,,Public Health Agency of Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR10869409,"Kaunda Yamba, Zambia",SAMEA112637889,Salmonella enterica,PRJEB59725,uncalculated,uncalculated,,657147514,276460339,2023-07-25T17:10:00.000Z,2021,2023-04-13,2023-04-13,,,,,,,,,,"Human, Blood culture",Salmonella enterica,,,Salmonella enterica,"K. Yamba, Roslin",,,,,,,,,,MBC584,,,Typhi,,,,,,,,,,,,,,,,EnteroBase,,,,,,,,,,,,,,,,"Zambia, Ndola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR11192082,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",SAMEA112759737,Salmonella enterica subsp. enterica,PRJEB60507,Denmark,Europe,,511214732,282141588,2023-10-05T05:45:00.000Z,2018-05,,,,Denmark,,Bos taurus,,,,,S. Dublin,Cattle or beef,Salmonella enterica subsp. enterica,,,Salmonella enterica subsp. enterica,FVST,,,,,,,,,,ST10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illumina MiSeq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR11261628,STATENS SERUM INSTITUT,SAMEA112912146,Salmonella enterica,PRJEB61313,Austria,Europe,,569580290,356793132,2023-07-29T12:55:00.000Z,2009,2023-04-21,2023-04-21,,Austria,not collected,Gallus Gallus,,,,,EJP_NH_AGES_33003,not provided,Salmonella enterica,,,Salmonella enterica,AGES,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR11262003,STATENS SERUM INSTITUT,SAMEA112912685,Salmonella enterica,PRJEB61313,Italy,Europe,,1974576687,698713315,2023-07-29T12:58:00.000Z,2012,2023-04-21,2023-04-21,,Italy,not collected,Homo Sapiens,,,,,ISS-035,not provided,Salmonella enterica,,,Salmonella enterica,ISS,,,,,,,,,,,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR11797923,FEDERAL INSTITUTE FOR RISK ASSESSMENT (BFR),SAMEA113906100,Salmonella enterica subsp. enterica,PRJEB62505,Germany,Europe,,1131595812,291351314,2023-09-03T11:28:00.000Z,2018-05-24,,,,Germany,,,,,,,18-SA01920,food,Salmonella enterica subsp. enterica,,,Salmonella enterica subsp. enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12145229,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,SAMEA114527987,Salmonella enterica subsp. enterica serovar Minnesota,PRJEB67737,Saudi Arabia,Asia,,853857284,291680758,2023-10-28T05:05:00.000Z,not provided,2023-10-24T16:20:47Z,2023-10-24T16:20:47Z,SAMEA114527987,Saudi Arabia,not applicable,Homo sapiens,king abdullah university of science and technology,2023-10-24T16:20:47Z,2023-10-24T16:20:47Z,public,,Poultry (chicken),Salmonella enterica subsp. enterica serovar Minnesota,enterica,ena-SAMPLE-TAB-24-10-2023-09:11:24:039-106340,,,,,,,,,,,,,,,Minnesota,,,,,,,,,,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR13326732,QUADRAM INSTITUTE BIOSCIENCE,SAMEA115761690,Salmonella enterica subsp. enterica serovar Agona,PRJEB76791,United Kingdom,Europe,,154967003,139019656,2024-08-19T22:14:00.000Z,2017,2024-07-12,,,United Kingdom,diseased,Homo sapiens,Quadram Institute Bioscience,,,public,156,,Salmonella enterica subsp. enterica serovar Agona,enterica,31_156_conv,,,,,,,,,,,,,,,Agona,,,,,,,,,,,,,,,,Quadram Institute Bioscience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR13326657,QUADRAM INSTITUTE BIOSCIENCE,SAMEA115761739,Salmonella enterica subsp. enterica serovar Agona,PRJEB76791,United Kingdom,Europe,,532259291,475233201,2024-08-10T14:10:00.000Z,2008,2024-06-26,,,United Kingdom,diseased,Homo sapiens,Quadram Institute Bioscience,,,public,81,feces,Salmonella enterica subsp. enterica serovar Agona,enterica,59_81_conv,,,,,,,,,,,,,,,Agona,,,,,,,,,,,,,,,,Quadram Institute Bioscience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR15083011,UNIVERSITY OF CAMBRIDGE,SAMEA118349922,Salmonella enterica subsp. enterica serovar Paratyphi A,PRJEB89097,Pakistan,Asia,,2379990728,832442237,2025-06-10T05:02:00.000Z,2020,2025-06-06,,,Pakistan,,,University of Cambridge,,,public,,,Salmonella enterica subsp. enterica serovar Paratyphi A,enterica,NG-31472_BL_22845_lib638917_10113_3,,,,,,,,,,,,,,,Paratyphi A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR15082910,UNIVERSITY OF CAMBRIDGE,SAMEA118350102,Salmonella enterica subsp. enterica serovar Paratyphi A,PRJEB89097,Pakistan,Asia,,1033974312,361972009,2025-06-10T13:46:00.000Z,2021,2025-06-06,,,Pakistan,,,University of Cambridge,,,public,,,Salmonella enterica subsp. enterica serovar Paratyphi A,enterica,NG-31472_BL_68573_lib638789_10119_2,,,,,,,,,,,,,,,Paratyphi A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR518795,CFSAN,SAMN01041131,Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 16-16,PRJNA62837,USA,North America,USA:OH,111905055,258031592,2012-07-06T12:09:00.000Z,2010-09-27,,,,,,,,,,,,environmental swab,,enterica,,,FDA,,,environmental,CFSAN000080,missing,environmental (swab or sampling):GENEPIO_0001732,,,environmental,648901 16-16,,,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648901 16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1569672,CFSAN,SAMN03002003,Salmonella enterica,PRJNA186035,USA,North America,USA:WA,584024243,395641179,2014-09-08T14:45:00.000Z,2007-01-09,,,,,,,,,,,,feces bovine,,,,,FDA Contracted Laboratory,USA:WA,bovine,veterinary clinical/research| cow,CFSAN023581,missing,"bovine:FOODON_03414374, feces:UBERON_0001988",GenomeTrakr,FDA Contracted Laboratory,animal,CFSAN023581,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1411146,CFSAN,SAMN02782462,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA186035,USA,North America,USA:WA,457586293,271261361,2014-06-16T16:47:00.000Z,2007-01-09,,,,,,,,,,,,feces bovine,,,,,FDA Contracted Laboratory,USA:WA,bovine,veterinary clinical/research| cow,CFSAN013380,missing,"bovine:FOODON_03414374, feces:UBERON_0001988",GenomeTrakr,FDA Contracted Laboratory,animal,CFSAN013380,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6968087,CFSAN,SAMN08719786,Salmonella enterica,PRJNA186035,USA,North America,USA:IL,148109399,81003258,2018-04-09T14:54:00.000Z,2016,,,,,,,,,,,,finished pet food,,,,,FDA Contracted Laboratory,USA:IL,,animal feed,CFSAN077991,missing,finished product:CURATION_0001404| pet food:FOODON_00002682,GenomeTrakr,FDA Contracted Laboratory,environmental,CFSAN077991,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,PRJNA186035,CFSAN077991,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16287357,CFSAN,SAMN22208790,Salmonella enterica,PRJNA186035,USA,North America,USA,457527667,253232966,2021-10-10T21:07:00.000Z,2021-09-09,,,,,,,,,,,,bitter leaves,,,,,United States Food and Drug Administration| Office of Regulatory Affairs| New York Human and Animal Food Laboratory,Nigeria,,herbs,CFSAN116596,missing,,GenomeTrakr,United States Food and Drug Administration| Office of Regulatory Affairs| New York Human and Animal Food Laboratory,food,FDA1171116-C002-003,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171116-C002-003,,Salmonella,PRJNA186035,CFSAN116596,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6071647,FDA,SAMN07510068,Salmonella enterica,PRJNA186035,USA,North America,USA,496422453,309093414,2017-09-25T13:54:00.000Z,2017-07-26,,,,,,,,,,,,environmental swab,,,,,United States Food and Drug Administration|Office of Regulatory Affairs|Southeast Food and Feed Laboratory,USA:WI,,environmental,CFSAN067665;FDA00012097,missing,environmental (swab or sampling):genepio_0001732,GenomeTrakr,United States Food and Drug Administration|Office of Regulatory Affairs|Southeast Food and Feed Laboratory,environmental,FDA0940886-140-001,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0940886-140-001,,Salmonella,PRJNA186035,CFSAN067665,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1955235,CFSAN,SAMN03418406,Salmonella enterica,PRJNA186035,USA,North America,USA:CA,326582842,228425794,2015-04-07T09:12:00.000Z,2014-04-14,,,,,,,,,,,,chicken,,,,,FDA Contracted Laboratory,USA:CA,,chicken,CFSAN030266,missing,chicken:FOODON_03411457,GenomeTrakr,FDA Contracted Laboratory,food,CFSAN030266,environmental/food/other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1509597,CFSAN,SAMN02678764,Salmonella enterica subsp. enterica serovar Virchow,PRJNA186035,USA,North America,USA,403609336,289180740,2014-07-09T10:41:00.000Z,2008-09-29,,,,,,,,,,,,basil seed drink,,,,,United States Food and Drug Administration,Viet Nam,,herbs| seeds,,missing,basil food product:FOODON_00003044| seed:PO_0009010,GenomeTrakr,United States Food and Drug Administration| Center for Food Safety and Applied Nutrition,food,FNW19a50,,,Virchow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490850 1-1,enterica,,,,,TDXX01.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5173500,CFSAN,SAMN06175284,Salmonella enterica,PRJNA186035,USA,North America,USA:CA,322265636,205403079,2017-01-13T11:08:00.000Z,2016,,,,,,,,,,,,finished fertilizer,,,,,FDA Contracted Laboratory,,missing,environmental,CFSAN058840,missing,,GenomeTrakr,FDA Contracted Laboratory,environmental,CFSAN058840,environmental/food/other,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
